genes	logFC	logCPM	LR	PValue	FDR	symbol	keyvals
ENSG00000185585	-1.2289751149536	3.20970956524441	38.9877874146351	4.26465065020771e-10	4.96311721401612e-08	OLFML2A	royalblue
ENSG00000075420	-0.471192812401545	3.95634478169763	38.9614205647784	4.32264064176531e-10	5.00011632052926e-08	FNDC3B	royalblue
ENSG00000050426	0.280719004902991	5.7621066908191	38.9352876992316	4.38089496478853e-10	5.03697357216589e-08	LETMD1	gold
ENSG00000115904	-0.254748945729752	5.76530650598155	38.8040592487995	4.68552472916179e-10	5.35496556771149e-08	SOS1	royalblue
ENSG00000035403	-0.419086285403786	5.05726396574155	38.76650067195	4.77655292157174e-10	5.42650530125704e-08	VCL	royalblue
ENSG00000155850	-1.09204452262401	4.99140507647883	38.7271818876361	4.87374473486127e-10	5.50415929050664e-08	SLC26A2	royalblue
ENSG00000174099	-0.504180019032616	4.80819853229922	38.6834981349957	4.98404990382553e-10	5.59562214496553e-08	MSRB3	royalblue
ENSG00000156218	-1.0478965031001	3.04242675944058	38.612268903693	5.16929570664447e-10	5.75781018027985e-08	ADAMTSL3	royalblue
ENSG00000150457	-0.637404360791628	3.52802322323467	38.604900791149	5.1888470659548e-10	5.75781018027985e-08	LATS2	royalblue
ENSG00000234420	0.281350711368076	5.46013221859567	38.5624437934192	5.30295824062741e-10	5.85041970986212e-08	NA	gold
ENSG00000165633	-0.355293128607293	4.81252790816123	38.3710045913303	5.84950843293144e-10	6.41630562936376e-08	VSTM4	royalblue
ENSG00000091986	-1.00527934919601	3.33296219606816	38.3378009647133	5.94988688429332e-10	6.48911663277842e-08	CCDC80	royalblue
ENSG00000092607	-1.39156398441054	1.8989102580708	38.25777413936	6.19896206530136e-10	6.72235170331488e-08	TBX15	royalblue
ENSG00000230461	0.966915882214837	2.63571593637181	38.1664648773504	6.49592878451323e-10	7.00459303848697e-08	PROX1-AS1	gold
ENSG00000167113	0.306266449221867	5.30065803982116	38.0628912209414	6.85006247374369e-10	7.34496024572315e-08	COQ4	gold
ENSG00000069869	-0.631557628767189	3.19845371144472	37.9421647401055	7.28731447236126e-10	7.77014994522273e-08	NEDD4	royalblue
ENSG00000102580	-0.364385145543717	5.5165315000376	37.7900008669063	7.87845606224788e-10	8.35378957800351e-08	DNAJC3	royalblue
ENSG00000155760	-0.839491020566257	3.33084719137291	37.7662201686651	7.97508446112734e-10	8.40952828867826e-08	FZD7	royalblue
ENSG00000196123	0.267909733731557	5.7126577204329	37.7039942034385	8.23357995889674e-10	8.63440148876391e-08	MATCAP1	gold
ENSG00000138735	-0.464562658535814	3.59842211434834	37.6694285416815	8.38077769448707e-10	8.74073896595521e-08	PDE5A	royalblue
ENSG00000204130	0.299726513296165	5.72406083294961	37.6433960526012	8.49337383158586e-10	8.75995029820455e-08	RUFY2	gold
ENSG00000159674	0.823752460386991	2.47636571159835	37.6338632560709	8.53498302899227e-10	8.75995029820455e-08	SPON2	gold
ENSG00000111961	-0.517814390221298	7.51864963978511	37.6334275626721	8.53688963358507e-10	8.75995029820455e-08	SASH1	royalblue
ENSG00000116132	-0.741978780168712	4.03297586905222	37.5764856298948	8.78977437906224e-10	8.97121036357123e-08	PRRX1	royalblue
ENSG00000133789	-0.463112819679245	5.7518296163834	37.5142108274342	9.07493798235416e-10	9.2054767244996e-08	SWAP70	royalblue
ENSG00000145358	-0.929149653494527	4.05355503238546	37.5054554007005	9.11576601137182e-10	9.2054767244996e-08	DDIT4L	royalblue
ENSG00000170145	-0.243782608754937	6.65993203838079	37.4866318735626	9.20416710072195e-10	9.24582806759891e-08	SIK2	royalblue
ENSG00000078114	-0.479340738098076	8.12327294627842	37.4095369119806	9.5752760568949e-10	9.5682575299422e-08	NEBL	royalblue
ENSG00000137962	-0.612246497956184	5.44933688487513	37.3685427614489	9.77867139017018e-10	9.7148243656073e-08	ARHGAP29	royalblue
