genes	logFC	logCPM	LR	PValue	FDR	symbol	keyvals
ENSG00000086717	0.536447842842513	2.99297578825947	19.1664979283051	1.19797578112964e-05	0.00393908326409698	PPEF1	gold
ENSG00000084112	-0.175990710447527	6.21207621919827	18.9609132902837	1.33423905185301e-05	0.00427613245031841	SSH1	royalblue
ENSG00000182253	-0.212958933499088	7.26103630375499	18.9552916553617	1.33817614585952e-05	0.00427613245031841	SYNM	royalblue
ENSG00000198839	0.179716964409515	4.72283975572825	18.6343233777339	1.58343919745933e-05	0.00498092980921045	ZNF277	gold
ENSG00000084676	-0.153314040016536	7.76555294210293	18.6113398331917	1.60264402359116e-05	0.00498092980921045	NCOA1	royalblue
ENSG00000229807	-0.931366780075375	8.62821396072993	18.5515809004038	1.65368020355272e-05	0.00501059231535383	XIST	royalblue
ENSG00000101452	0.172234682909366	4.7680466395802	18.5484971948283	1.65635765008611e-05	0.00501059231535383	DHX35	gold
ENSG00000171502	0.340248884958541	4.79714188533227	18.503319908972	1.69608602735194e-05	0.00506326313007379	COL24A1	gold
ENSG00000241625	-1.46796432910623	2.49935161284973	18.4669618239208	1.7287530103712e-05	0.00509375951938984	RN7SL18P	royalblue
ENSG00000275090	-0.911459430956268	2.74928511206795	18.4227086451847	1.76936759020041e-05	0.00514659126749576	RN7SL296P	royalblue
ENSG00000152583	0.264392831720128	11.3988263344819	18.3949975433562	1.79528685732954e-05	0.0051558820530497	SPARCL1	gold
ENSG00000100354	-0.0994711809861999	8.33796750263409	18.3656756460524	1.82312821259061e-05	0.00517039161090696	TNRC6B	royalblue
ENSG00000239888	-1.5412169304323	2.33090988416724	18.2797976887098	1.90719069115694e-05	0.0053420175803665	RN7SL792P	royalblue
ENSG00000141298	-0.139389881418071	6.35208658894359	18.1543063788743	2.03708250660378e-05	0.00559690102447441	SSH2	royalblue
ENSG00000120948	-0.2109721243488	5.22911415450986	18.144568085758	2.04752637972221e-05	0.00559690102447441	TARDBP	royalblue
ENSG00000241529	-1.09429200180295	3.41886543114648	18.0552205037173	2.14589422936884e-05	0.00579595812808574	NA	royalblue
ENSG00000159674	0.35347744427341	3.12993791594196	17.654937505089	2.64826891799466e-05	0.00706869708370152	SPON2	gold
ENSG00000138193	-0.269776862021283	5.65191613127807	17.6115185200668	2.70942315995421e-05	0.00714783635500479	PLCE1	royalblue
ENSG00000003147	0.215279379409971	6.03642710666115	17.5647034156403	2.77695177330828e-05	0.00721722052460326	ICA1	gold
ENSG00000241032	-1.42478541810772	1.96144288931787	17.5494312292878	2.79934505538208e-05	0.00721722052460326	RN7SL709P	royalblue
ENSG00000110395	-0.150781869404061	6.63915971746883	17.5066066302544	2.86311049066655e-05	0.00729867986654412	CBL	royalblue
ENSG00000244642	-0.801741814810085	2.72736128835727	17.4750500924687	2.91103019934059e-05	0.0073383836847377	NA	royalblue
ENSG00000275014	-0.957187759160982	2.18339891112852	17.4468649725159	2.95451136852252e-05	0.00736614878341088	RN7SL166P	royalblue
ENSG00000122877	0.838784408801092	2.01546017304044	17.3815370361193	3.0578191993253e-05	0.00746477750902062	EGR2	gold
ENSG00000176840	0.411114731839856	3.11132474358028	17.3802600134933	3.05987441968846e-05	0.00746477750902062	MIR7-3HG	gold
ENSG00000141646	-0.163225406905118	6.83402116662516	17.245392875348	3.28493132155489e-05	0.00792856615142951	SMAD4	royalblue
ENSG00000180044	0.405922093988797	4.13250068647983	17.1857554465209	3.38968563446041e-05	0.00801696402403907	C3orf80	gold
ENSG00000053254	-0.261043147885164	6.12441711569583	17.1843315421045	3.39222737265405e-05	0.00801696402403907	FOXN3	royalblue
ENSG00000286282	0.359940304712184	2.76952455833842	17.133429390557	3.48435956107226e-05	0.00814980924965026	NA	gold
ENSG00000058668	-0.159906247652039	8.42408122594172	17.0913800556111	3.5623625455644e-05	0.00824723279936378	ATP2B4	royalblue
ENSG00000152049	-0.602130020152705	3.29491323224861	17.0247442361918	3.68958520830458e-05	0.00845548577838529	KCNE4	royalblue
ENSG00000203930	-0.475413938639332	9.79172073317241	16.9661683243642	3.80518679076572e-05	0.00857376437573637	LINC00632	royalblue
ENSG00000108349	-0.330001813856262	6.72487862944785	16.9603948304481	3.8167762779856e-05	0.00857376437573637	CASC3	royalblue
ENSG00000130368	0.331702543107066	4.47809595268998	16.909271630827	3.92095971056416e-05	0.00872144450130193	MAS1	gold
ENSG00000079931	0.274203997402794	4.56287963545132	16.8652007933461	4.01306302287159e-05	0.00883145242338073	MOXD1	gold
ENSG00000168743	-0.442546937738656	3.57708320658066	16.8486234849918	4.04826803610541e-05	0.00883145242338073	NPNT	royalblue
ENSG00000168918	-0.374898793218247	4.50160610821231	16.8059415434552	4.14034660841137e-05	0.00887609738443352	INPP5D	royalblue
ENSG00000212232	-0.427054637947185	7.10867334897667	16.8029046662534	4.14697779773428e-05	0.00887609738443352	SNORD17	royalblue
ENSG00000231312	0.150424110609991	5.35263715866814	16.7498427217469	4.26457996135136e-05	0.00903178656071381	MAP4K3-DT	gold
ENSG00000035862	-0.27153284428096	6.4690314374223	16.724806423833	4.32122690861236e-05	0.00903178656071381	TIMP2	royalblue
ENSG00000170873	-0.141080013326509	5.90645611488732	16.716956730223	4.33914287340358e-05	0.00903178656071381	MTSS1	royalblue
ENSG00000130348	0.168241098991864	4.67132433079877	16.6165776866258	4.57493888953378e-05	0.00938916708733684	QRSL1	gold
ENSG00000013523	-0.120263644870648	5.57252372675836	16.6088541756328	4.59360695827922e-05	0.00938916708733684	ANGEL1	royalblue
ENSG00000163879	-0.266611854742343	3.8545978463617	16.5447718873726	4.75148050490674e-05	0.00962514193708252	DNALI1	royalblue
ENSG00000163349	-0.175017497585278	7.761777717175	16.3801482865615	5.18251879703854e-05	0.0103172999771268	HIPK1	royalblue
ENSG00000264573	-1.21788841753889	2.42060117313054	16.3795643079793	5.18411582066493e-05	0.0103172999771268	RN7SL15P	royalblue
ENSG00000198576	0.659378881114705	3.49958061361242	16.2861393111156	5.44608681201814e-05	0.0107444189209624	ARC	gold
ENSG00000134817	-0.515453417965307	5.74522374681489	16.263215092117	5.51237709418394e-05	0.0107814492683487	APLNR	royalblue
ENSG00000246363	0.449479785515099	2.27060685977957	16.2424578747864	5.57310079424153e-05	0.0108070522068164	LINC02458	gold
ENSG00000100592	-0.118271131048336	6.77833569926177	16.2219999682664	5.63360709469486e-05	0.010831803200376	DAAM1	royalblue
ENSG00000120337	0.586059461662692	1.95275351003138	16.1848253726133	5.7452506896201e-05	0.0109488223760516	TNFSF18	gold
ENSG00000244307	-1.08846739645576	1.7355058047018	16.1698062698859	5.79098503669865e-05	0.0109488223760516	RN7SL395P	royalblue
ENSG00000133789	-0.238114319464652	5.78514568280532	16.1284743001158	5.91874329513102e-05	0.0110978882545399	SWAP70	royalblue
ENSG00000145247	0.258693166740523	3.47035841844222	16.1097997176626	5.97739298719978e-05	0.0111159911552122	OCIAD2	gold
ENSG00000122912	0.156747654443384	6.4144273142203	15.9622969173673	6.46166553483436e-05	0.0119188835491319	SLC25A16	gold
ENSG00000240606	-1.34290690070531	2.88160969002465	15.9366062988278	6.54996045798641e-05	0.0119795007401708	RN7SL564P	royalblue
ENSG00000182348	0.33579549118879	2.84153648778027	15.9221634051484	6.60013043248125e-05	0.0119795007401708	ZNF804B	gold
ENSG00000049618	-0.0957494286545965	7.66534747891124	15.8978764278461	6.68536863410247e-05	0.0120379082198823	ARID1B	royalblue
ENSG00000178031	0.312778323851425	3.22530031869277	15.8756446449121	6.76436425381411e-05	0.0120842437945303	ADAMTSL1	gold
ENSG00000091428	0.209847828686708	8.73674028099375	15.7185423261867	7.35001126015684e-05	0.013027894958628	RAPGEF4	gold
ENSG00000001617	-0.4620569296871	3.01901426260093	15.6870252366166	7.47350836990369e-05	0.0131441052632849	SEMA3F	royalblue
ENSG00000072501	-0.286896824063842	6.15360457231627	15.596715980387	7.83906191999469e-05	0.0134384038968602	SMC1A	royalblue
ENSG00000265078	-1.33461816688407	2.41964174931427	15.595845683033	7.84267084500354e-05	0.0134384038968602	RN7SL664P	royalblue
ENSG00000263969	-1.15620217837554	1.93522911722824	15.5931972166256	7.85366371869675e-05	0.0134384038968602	RN7SL678P	royalblue
ENSG00000232112	0.254016549322956	4.23839157220696	15.5791088861124	7.91240061863434e-05	0.0134384038968602	TMA7	gold
ENSG00000224819	0.20077209636034	5.16190726337191	15.5509609290925	8.03108172856825e-05	0.0134384038968602	NA	gold
ENSG00000197140	0.184155974196646	4.72098014177524	15.5392015339439	8.0811921166398e-05	0.0134384038968602	ADAM32	gold
ENSG00000244671	-0.848065342835151	2.07512833577539	15.5374631663085	8.0886264752661e-05	0.0134384038968602	RN7SL280P	royalblue
ENSG00000176974	-0.222078163158922	3.8477806080946	15.531380953606	8.11469205690165e-05	0.0134384038968602	SHMT1	royalblue
ENSG00000065268	0.218182032505043	3.84428140946112	15.4839810134999	8.32074360988769e-05	0.0136797848566038	WDR18	gold
ENSG00000250317	0.203174215233465	4.02420213011787	15.3964421207212	8.71522338598659e-05	0.0141973605525945	SMIM20	gold
ENSG00000152413	0.227667947943259	7.34198136458968	15.3863132359406	8.76206569364399e-05	0.0141973605525945	HOMER1	gold
ENSG00000243424	-1.2221451069904	1.8112749505161	15.373156499888	8.82328913044705e-05	0.0141973605525945	RN7SL107P	royalblue
ENSG00000278771	-0.651343489763662	8.69056751769636	15.3543451393692	8.91157422237859e-05	0.0142384363350229	RN7SL3	royalblue
ENSG00000266439	-1.10128464848053	1.94851311081757	15.3008529454072	9.16751080545438e-05	0.0144841569894875	RN7SL493P	royalblue
ENSG00000025423	0.265230373582087	3.68796997434211	15.2955983205173	9.19304745454072e-05	0.0144841569894875	HSD17B6	gold
ENSG00000101180	-0.303427785050522	3.76888264187288	15.2483218547844	9.42604709259185e-05	0.0147488383749465	HRH3	royalblue
ENSG00000134186	-0.16911309245076	5.13961097312895	15.2023721626169	9.65820202044677e-05	0.0149989737256329	PRPF38B	royalblue
ENSG00000120875	0.546828174602344	3.31243277934293	15.1906914383094	9.71812913288101e-05	0.0149989737256329	DUSP4	gold
ENSG00000237720	0.1750528275935	5.39006742529049	15.1767847604112	9.78996449336428e-05	0.0150077509746925	LOC105373390	gold
ENSG00000275337	-1.00336125335687	1.66622322308116	15.1613157568911	9.87049807918468e-05	0.0150296550617813	RN7SL680P	royalblue
ENSG00000183196	-0.38214388035895	4.95210040147853	15.1200591367019	0.000100885607005576	0.015167648663835	CHST6	royalblue
ENSG00000259969	0.217223502443716	3.82631705485605	15.1188863906687	0.000100948296378662	0.015167648663835	NA	gold
ENSG00000143970	-0.159867937269011	6.62538866816873	15.0904598242967	0.000102479894771922	0.0152964727143775	ASXL2	royalblue
ENSG00000136828	-0.137673067602906	6.23600150641409	15.0674453328568	0.00010373701165032	0.0153395454244313	RALGPS1	royalblue
ENSG00000100784	-0.145818423903551	7.16115291572629	15.0521511258571	0.000104580997239042	0.0153395454244313	RPS6KA5	royalblue
ENSG00000151743	0.243665646455228	4.61391662911955	15.0423898042771	0.000105123269078068	0.0153395454244313	AMN1	gold
ENSG00000165359	0.179417215729841	5.53175712456527	15.0361230594502	0.000105472896959242	0.0153395454244313	INTS6L	gold
ENSG00000256193	0.389839322199901	4.66521392746704	15.014893944188	0.000106666011102189	0.0153707719878163	LINC00507	gold
ENSG00000259366	-0.257934840879867	3.43705498142315	15.0082432989403	0.000107042576431373	0.0153707719878163	NA	royalblue
ENSG00000119508	0.461190817084719	3.84617913620819	14.867079914367	0.000115358725037308	0.0163619109275275	NR4A3	gold
ENSG00000172493	-0.225452840040481	6.48366995084035	14.8583238979142	0.000115895476748001	0.0163619109275275	AFF1	royalblue
ENSG00000110031	0.168143406903409	4.47750967288985	14.8536793480756	0.000116181211505472	0.0163619109275275	LPXN	gold
ENSG00000141543	0.260217393346722	5.11321828701141	14.8157842312557	0.00011853919005046	0.0163619109275275	EIF4A3	gold
ENSG00000166669	0.169107464472733	4.72274978730887	14.8087932644812	0.000118979429380967	0.0163619109275275	ATF7IP2	gold
ENSG00000213462	-0.208445543562528	4.11915357577051	14.8013371578085	0.000119450773662458	0.0163619109275275	ERV3-1	royalblue
ENSG00000070778	-0.215572548489522	4.87723300553674	14.786870589295	0.000120370658607971	0.0163619109275275	PTPN21	royalblue
ENSG00000244194	-1.2887382740313	2.03789681084359	14.7814831050793	0.000120715051707357	0.0163619109275275	RN7SL218P	royalblue
ENSG00000109016	0.194246050300225	4.13694532677269	14.7765608810494	0.000121030570237857	0.0163619109275275	DHRS7B	gold
ENSG00000179583	-0.35448348020078	4.25510110392624	14.7745983069254	0.000121156604188321	0.0163619109275275	CIITA	royalblue
ENSG00000174579	-0.122983894955029	5.62381420856847	14.7462411137546	0.000122992481773806	0.016482725251252	MSL2	royalblue
ENSG00000187672	0.177034308722355	7.49275233091662	14.7384129612151	0.000123504200137202	0.016482725251252	ERC2	gold
ENSG00000137343	-0.298367126018896	3.97481248230166	14.6935107324375	0.000126481095788057	0.0167813046856107	ATAT1	royalblue
ENSG00000196678	0.215800607018177	4.13600045731667	14.5978436580133	0.000133066721904459	0.0175202879852315	ERI2	gold
ENSG00000109680	0.157724824518125	5.30385710223381	14.5903732300842	0.000133595284795709	0.0175202879852315	TBC1D19	gold
ENSG00000186081	0.646742850544118	1.60972301633562	14.5167265206189	0.000138920583811343	0.0181139666983434	KRT5	gold
ENSG00000120738	0.559273788985375	4.33253993370048	14.4806130742522	0.000141609489538764	0.0182720509917848	EGR1	gold
ENSG00000126767	-0.271879170711055	6.11374171854957	14.4788287456318	0.000141743695987047	0.0182720509917848	ELK1	royalblue
ENSG00000078549	-0.241541197664055	7.90573485282599	14.445141909652	0.00014430158698949	0.0182938903343224	ADCYAP1R1	royalblue
ENSG00000240038	0.181256798592672	5.76505000295924	14.4375885390559	0.000144881475383636	0.0182938903343224	AMY2B	gold
ENSG00000157823	-0.161777344817718	5.2055759853469	14.4371172675403	0.000144917733573797	0.0182938903343224	AP3S2	royalblue
ENSG00000185149	0.482600481170297	2.54803311415859	14.4342515407393	0.000145138410621387	0.0182938903343224	NPY2R	gold
ENSG00000204936	-0.929042635865817	2.24744452251684	14.3789428567647	0.000149464403604024	0.0185281108954744	CD177	royalblue
ENSG00000127922	-0.1843921394936	4.66998747341278	14.3664317288268	0.000150460838592711	0.0185281108954744	SEM1	royalblue
ENSG00000140443	-0.236927262454433	7.26940777541502	14.3635501283397	0.000150691286651199	0.0185281108954744	IGF1R	royalblue
ENSG00000198774	-0.6310441933438	1.88793259249655	14.3452442139272	0.000152163575497971	0.0185281108954744	RASSF9	royalblue
ENSG00000089486	-0.240032661251269	6.56142888169216	14.3341345580177	0.000153064145465669	0.0185281108954744	CDIP1	royalblue
ENSG00000184708	-0.14953176405386	5.00538505225412	14.3206228842162	0.000154166664360868	0.0185281108954744	EIF4ENIF1	royalblue
ENSG00000239437	-1.02053099710863	2.92489716163744	14.3147732758848	0.000154646455030224	0.0185281108954744	RN7SL752P	royalblue
ENSG00000213024	-0.19440485493941	4.3888508981754	14.3060817897099	0.000155362117666747	0.0185281108954744	NUP62	royalblue
ENSG00000106144	-0.191761995905474	4.1137739442253	14.3031084827821	0.000155607706549147	0.0185281108954744	CASP2	royalblue
ENSG00000164465	0.196358443143976	4.34378816089087	14.2975200832484	0.000156070354980793	0.0185281108954744	DCBLD1	gold
ENSG00000068024	-0.223691649120132	6.75351438537643	14.2941748534626	0.000156347959985673	0.0185281108954744	HDAC4	royalblue
ENSG00000007402	-0.214119694275294	4.16957698998435	14.2749765493675	0.000157950780836514	0.0185281108954744	CACNA2D2	royalblue
ENSG00000239398	-0.79548350894154	1.90937275574834	14.2693064953623	0.000158427317920955	0.0185281108954744	RN7SL342P	royalblue
ENSG00000152270	0.132299044592905	5.51451911452281	14.266364237494	0.000158675168943557	0.0185281108954744	PDE3B	gold
ENSG00000250634	0.354595456992466	2.60844604060357	14.2596010628372	0.000159246369209164	0.0185281108954744	LINC01085	gold
ENSG00000115904	-0.11205990164113	6.61172114946541	14.2034169130634	0.000164072310015077	0.0189922069878677	SOS1	royalblue
ENSG00000158050	0.426567454138114	2.9704100262675	14.1741094939423	0.000166647854643906	0.01901320857172	DUSP2	gold
ENSG00000118058	-0.142488661099421	8.06046595850439	14.1669945804479	0.000167279233875841	0.01901320857172	KMT2A	royalblue
ENSG00000266420	-1.10522032433692	2.4910787386236	14.1656863872394	0.000167395585212424	0.01901320857172	RN7SL118P	royalblue
ENSG00000241785	-0.82233090022687	1.74806118883954	14.1633245079698	0.000167605858354372	0.01901320857172	RN7SL390P	royalblue
ENSG00000176171	0.236601726953278	7.00238318174136	14.1344093878043	0.000170201777666581	0.0191356127052388	BNIP3	gold
ENSG00000083168	-0.130577994362156	7.1132043374556	14.1238844844594	0.000171156694428359	0.0191356127052388	KAT6A	royalblue
ENSG00000144935	0.203025207918975	6.160549622057	14.1232420939585	0.000171215152466655	0.0191356127052388	TRPC1	gold
ENSG00000123066	-0.0933799590048629	7.7539966647099	14.0885876025438	0.000174398725088379	0.0193958738961036	MED13L	royalblue
ENSG00000184178	0.17025758368247	4.58732553908538	14.0568447928615	0.000177367110212713	0.0196297804707611	SCFD2	gold
ENSG00000182050	0.179178786963352	6.4281161787221	14.0382079754621	0.00017913356330786	0.019729040215188	MGAT4C	gold
ENSG00000159023	-0.146087987715645	6.24805616363044	14.0105448893102	0.0001817882805773	0.0198508451546633	EPB41	royalblue
ENSG00000112851	-0.263774432671625	8.67821312385851	14.0003812224506	0.000182773571839871	0.0198508451546633	ERBIN	royalblue
ENSG00000137198	-0.3769507169362	3.65484207915633	13.9944422462577	0.000183351799186925	0.0198508451546633	GMPR	royalblue
ENSG00000239899	-0.412932788217991	5.39245137280102	13.9904726617267	0.000183739310758079	0.0198508451546633	NA	royalblue
ENSG00000244112	-0.672976674205043	1.86775567089113	13.9595646616183	0.000186784911955846	0.020084246836276	RN7SL508P	royalblue
ENSG00000214688	-0.52046281737267	2.14609124652217	13.9036527842047	0.000192424137979103	0.0205930134078768	C10orf105	royalblue
ENSG00000097096	0.208934040915261	4.62625801451795	13.8512393444805	0.000197866196930013	0.0210423536298666	SYDE2	gold
ENSG00000115963	0.357949404212849	4.33733991997413	13.8323211557873	0.000199868321663748	0.0210423536298666	RND3	gold
ENSG00000243562	-1.23809666455396	1.88843965930437	13.8321105686504	0.000199890722721025	0.0210423536298666	RN7SL838P	royalblue
ENSG00000255087	0.362809875398383	2.52654251276177	13.8279604622247	0.000200332703810437	0.0210423536298666	LOC101929473	gold
ENSG00000182899	0.248460514431267	6.93994033366949	13.780414912981	0.00020546704950258	0.021429815752846	RPL35A	gold
ENSG00000111181	-0.446265990076265	4.33648777389045	13.7691792046768	0.000206699613289884	0.021429815752846	SLC6A12	royalblue
ENSG00000130119	-0.178370732705086	5.68583965447753	13.7677661713869	0.000206855150294132	0.021429815752846	GNL3L	royalblue
ENSG00000170004	-0.20463460737205	7.50089357017779	13.7259331859611	0.00021151364973824	0.0218128258420963	CHD3	royalblue
